fish,trial,fs,n,conf_head,conf_tailB,conf_tailE,distance_cm,mean_speed,max_speed,max_accel,theta_sd,theta_range,theta_fpeak,theta_f95,FNN_min,FNN_m3,tau,m,theiler,SampEn,ApEn,D2,lambda1,DET,LAM,TT,ENTR,Lmax,v_SampEn,v_DET,v_D2,group,theta_mean,theta_median,theta_skew,theta_kurt,asym_amp,asym_dur,asym_count,n_halfcycles,beat_amp,beat_rate,PE_H4,PE_C4,PE_H5,PE_C5,PE_H6,PE_C6,PE_missing5,Trev_1,Trev_10,DFA_alpha,alpha_width,alpha_asym,h2,dh,AMI_0,AMI_decay,AMI_firstmin,AIS,TE_theta_to_v,TE_v_to_theta,CI,MSE_slope,MSE_s1,MSE_peak,RN_trans,RN_clust,RN_degcv,RN_eps,hull_area,Rg,occupancy,d_wall,spread_index
f3,f3v6,118.2,3546,0.9988719684151156,1.0,0.9949238578680204,81.49590566302598,2.5234552523446907,16.490240987958465,350.5689188327003,43.659725319719605,218.12262233737343,0.1154296875,3.462890625,0.142,0.202,50,4,200,0.0435176706870952,0.1933477801569392,1.5355647354899755,0.3924675984816145,0.9747574798325336,0.9873072602879608,26.576965365585487,3.186361006222292,125.0,0.0603065080731488,0.9435546634989554,2.0661081554038674,healthy,-8.507593028958254,-6.402278401091847,-0.1261420791592333,2.793344301261091,-0.1534772767031383,0.0239838950400888,0.027027027027027,37,69.35914179887023,1.2333333333333334,0.5439757658975666,0.2677596753111546,0.4831187232893117,0.3000388125590967,0.4428748855376895,0.3340589098295813,0.2833333333333333,-1.1962719359439589,-0.808884631012354,1.2742112210360157,1.847244416471658,0.471113776776383,1.1639509563415396,1.5272782502978026,2.439414787522997,15.0,50.0,0.2980947682023951,0.0080553273165926,0.0105984026882572,0.1826862781905008,0.0138554078222739,0.0516037441136944,15.0,0.2745261490345001,0.2017571032047271,1.82353937625885,11.11813259124756,35.00115793042063,2.278899015571299,43,1.5705633258672742,0.005270002622640037
f3,f3v7,120.8,3624,0.9997240618101544,1.0,0.9944812362030904,132.6236031492586,4.112506003590734,23.812609732982025,597.6346959884207,40.47099906180697,200.13448122301745,0.471875,5.54453125,0.204,0.226,19,4,76,0.1094002223077387,0.299447718756531,1.1996786838725844,1.533560264119387,0.9805243445692884,0.9889419475655432,33.93926735218509,3.49053348192401,190.0,0.0669832543201202,0.9672631107509224,2.3577247764815343,healthy,1.408055470273622,6.299827031316179,-1.1627774781946665,4.14219474614509,-0.2328410376208777,-0.0021590710159305,0.0163934426229508,61,66.10282506854945,2.033333333333333,0.553878843084454,0.2709678371804857,0.4971178504540206,0.3058143669969948,0.4601637839826458,0.3434310591476545,0.3,-0.4666507929339997,-0.4560144067655625,1.09854442640677,1.5926565436717754,0.5111183426825971,0.9355597921647574,1.3420025927658503,2.4604868383702785,7.0,19.0,0.2941069722662783,0.0074359461195316,0.0072611765177805,0.313122348527844,0.024232910359351,0.1292183328777107,15.0,0.3663512766361236,0.3230127990245819,1.4410429000854492,13.329251289367676,41.48505484466047,3.329386823662778,53,1.4047549773771475,0.0023585768041545848
f3,f3v8,118.8,3564,0.999438832772166,1.0,0.9921436588103256,108.71026646418122,3.37121365390192,20.79346694514204,500.191224244817,45.21355448778778,217.5605956380152,0.23203125,3.48046875,0.134,0.192,47,5,235,0.0867535670502298,0.242219085559701,2.304005999660116,-1.6410710106246509,0.9614716530983822,0.9825774857166776,9.975671943057474,2.4453337643733195,82.0,0.1201053706189489,0.9161888987981484,2.9040335930892374,healthy,-0.6123856794962845,3.182171370910951,-0.4305277405598451,2.5689890811802574,-0.1776963462615829,0.0008453085376162,0.0,38,79.93458595963031,1.2666666666666666,0.5345366976564218,0.2705129914785413,0.4749403937596061,0.2997046307111226,0.4364728402831734,0.3323668313057051,0.3166666666666666,-0.0513573023148297,-0.1512480646423484,1.295980136970089,1.4007136578925632,0.5151199367492653,1.1845032856429347,1.1403547943728591,2.626471251628048,11.0,47.0,0.3132913135342187,0.0072496396714356,0.0081721496036981,0.3838018310954654,0.034812824895652,0.1035558213967581,15.0,0.3779070675373077,0.2460381388664245,1.3407869338989258,41.748565673828125,24.499453152734333,2.496220299473769,32,0.9768067165445126,0.0020730762210793953
f3,f3v9,115.73333333333332,3472,0.9994239631336406,1.0,0.9953917050691244,121.5749423657486,3.736050504714447,16.757960237553835,379.8614088700701,48.926771332278285,229.88335710608567,0.2260416666666666,4.06875,0.162,0.27,45,4,180,0.1153857803640319,0.2633769063004259,3.027154386773371,13.921625771570698,0.9093581380365628,0.9569843762583556,6.955150717003219,2.184893123593205,37.0,0.1355869152680435,0.8837320099255583,2.8448090142894453,healthy,-5.753867204907247,-3.7127317692662425,-0.0589442302640009,1.4528735275638258,-0.0632211593857659,0.0662262831794401,-0.0612244897959183,49,75.2889213290938,1.6333333333333333,0.5425691449272154,0.2703408531232523,0.4817762574510185,0.3014764969425613,0.4420220236294733,0.3340327355102896,0.3166666666666666,-0.0627820218994676,-0.0133425710252541,1.248242962295526,1.8927930270244813,0.4110302955034831,1.137229656940138,1.5676149671856836,2.882148099326701,8.0,45.0,0.3047965097254739,0.0070265445455131,0.0124378050682742,0.5794404711559272,0.0538104379338072,0.140131759869466,15.0,0.4332335889339447,0.3168017566204071,1.1394327878952026,47.9089469909668,27.56052094427166,2.2131707373240954,34,1.3921186651282684,0.0018646583811719481
f3,f3v10,117.3,3519,1.0,1.0,0.9965899403239556,118.97452383967578,3.69837644414479,18.65603144759118,526.4098540769797,42.02881726506451,199.9045169281435,0.458203125,4.23837890625,0.17,0.248,43,5,215,0.0818042173099278,0.240716615390947,2.145949074879212,2.325762972769796,0.9379912123274956,0.9699032530890938,14.4849044978435,2.7132332010787774,142.0,0.0775811607038636,0.9209099814955916,3.2836317900433896,healthy,8.91549464452229,5.984019185335502,0.3881470912892236,2.28622044014162,0.0966336325318334,-0.0209920936012053,-0.0175438596491228,57,65.58195426907284,1.9,0.5482557913253595,0.2676518634161699,0.487820201193626,0.2984176662570479,0.4464801963747935,0.3343108067822544,0.2333333333333333,0.617060282931901,0.0327064682546221,1.2154795084954924,1.4898907669496724,0.5002508572323724,1.0736422742130165,1.2270049524044455,2.617202631464229,8.0,43.0,0.3010331197056708,0.0090793624132723,0.0102791159830171,0.3554020598493678,0.0247567203934498,0.099601462270056,15.0,0.2633113265037536,0.166103258728981,1.7222590446472168,22.093351364135746,41.12218771035169,3.027192995761069,47,1.1310355893586548,0.002905147989874101
f4,f4v1,114.0,3420,1.0,0.9985380116959064,0.9964912280701754,232.58281322606533,7.23648117902156,37.7766448235956,892.0433471901189,35.8779820532273,168.83619492393706,0.22265625,7.125,0.15,0.208,29,4,116,0.2287197705610936,0.4364683776401468,3.0231707600669866,16.91383142130715,0.8056747964349651,0.8989489691813124,6.649035381220189,1.7533826806672412,82.0,0.1724288166549157,0.9420149794636384,1.862885704803365,healthy,-2.752099812047827,-3.878249036838988,0.4688314297771732,3.8144296068003047,0.0174370412389725,0.0011976047904191,0.0,84,52.3372781680381,2.8,0.5581691058431607,0.2704435249078751,0.5019588418232588,0.3076912655555166,0.4651512466150719,0.346100894022548,0.3,-0.9644616590992952,-0.2100132458423747,1.0791264747205216,1.7393949732360243,0.4049808046407268,0.9681956257876118,1.4846962196929612,2.537318681136349,5.0,29.0,0.289648912709616,0.0098632500580495,0.0113985399648934,0.6940183291986134,0.0324077313535781,0.2711533335203608,15.0,0.4528181850910187,0.3503157198429107,1.4744442701339722,26.07729148864746,164.43590589446003,4.50156969923766,125,3.256192316651217,0.0030397748445655224
f4,f4v2,118.1,3543,1.0,0.9997177533163986,0.9983065198983913,161.1869947891891,5.06502990348461,22.90602890387778,490.0033457926784,34.68682872262851,165.59846514085012,0.11533203125,4.8439453125,0.164,0.222,31,4,124,0.1200355270022483,0.2850987218505096,2.430624820099624,13.953689079284658,0.912080679816496,0.9559822690230542,8.89054905490549,2.12009662205879,88.0,0.1036898026862985,0.9330291096247212,2.7721524177847745,healthy,1.1324303272530345,-0.7121537051305356,0.2305671487146131,3.970220345167786,0.1682541684872668,0.1059377689206938,-0.0943396226415094,53,51.99586501592805,1.7666666666666666,0.56319775101303,0.2707327066340672,0.5047467795794137,0.3104838005205843,0.4658477993453948,0.3510208754740718,0.325,-0.0546861890845772,0.0426252586312604,1.1729729748908355,1.8891129034818304,0.373364615133385,1.036861379213457,1.5274626238016764,2.442696311667169,7.0,31.0,0.2848361073544144,0.0047609275430255,0.0076294682174129,0.5470915841636839,0.043728309535973,0.151451514123669,15.0,0.3976682126522064,0.2721457481384277,1.6490576267242432,19.311973571777344,120.65153344562331,4.634912806098994,108,2.467263595424225,0.004643792967395959
f4,f4v3,117.6,3528,1.0,1.0,0.9994331065759636,181.67463710158245,5.636627416284855,28.55735098593265,499.2341080987542,36.34339953628586,169.65329878897467,0.2296875,5.053125,0.1,0.156,28,5,140,0.1403691199727728,0.3466170307556693,2.3121600187708293,2.6698370531985582,0.9343472899172,0.9685340693327068,12.297626444637752,1.8071447566216725,258.0,0.099233184561862,0.9474050710686928,0.8784590155171339,healthy,4.157944254200093,3.0981285687585287,0.263594742614369,1.9632977350755416,0.2009233056239964,-0.0075723830734965,0.04,50,67.51938086498393,1.6666666666666667,0.5381310259428856,0.2717084434764406,0.4803440648707521,0.3009068107675541,0.4403926025941077,0.3339171476495277,0.2666666666666666,0.2689976072152072,0.3878549621087417,1.154570692689692,1.4333649088594025,0.4021290717621704,1.0540025286271966,1.2000119029822034,2.7469682651089564,6.0,28.0,0.3115284317223623,0.0069287129538433,0.008599265015968,0.4123756258677672,0.0233399431987148,0.1615579741538361,15.0,0.3348168134689331,0.2673242092132568,1.6530647277832031,18.2039852142334,114.00698358540129,4.059661334818366,109,2.660458096038658,0.0034541631961130144
f4,f4v4,116.03333333333332,3481,1.0,1.0,1.0,177.06831312422491,5.534887252079282,28.10098746293314,520.56874195035,32.79094092765097,150.7182188037701,0.33994140625,6.232259114583333,0.114,0.18,31,4,124,0.1508633823010993,0.3472347455741209,1.7714597334659146,14.763977512196876,0.897562958518031,0.9465263932173206,9.9843797856049,2.141361147957327,108.0,0.0883051216054302,0.98698809549162,0.0780918484181256,healthy,11.33861209294633,5.847014282906364,0.2273224310773676,2.9957090009224885,0.0755159457341949,0.0455730524559391,-0.0588235294117647,68,47.5906695183701,2.2666666666666666,0.5870239007568654,0.2668128772703835,0.5298171640196083,0.31074989977479,0.4901894263488129,0.3572900143987714,0.3,0.2668393888639176,0.295076780931855,1.104498221778478,1.666227494347217,0.4231933916415991,0.9935633185788694,1.402829985046239,2.5785286881797687,7.0,31.0,0.2617891405901215,0.0088587835305975,0.0087600146431396,0.5088935334751178,0.0296550124415552,0.1791196599184037,15.0,0.3304188549518585,0.2988783717155456,1.5573856830596924,14.09744358062744,160.78161993600096,5.252687672119831,124,3.539142089625261,0.005128078919283306
f4,f4v5,115.23333333333332,3457,0.9933468325137402,0.997685854787388,0.996528782181082,160.4017930218346,5.005567504893869,28.3002291626136,518.8391373905515,38.105331600535095,174.95387376843348,0.5626627604166667,5.964225260416668,0.148,0.24,20,5,100,0.1316663803472261,0.2933203483237796,2.87665671071344,1.092380072562915,0.9551849525006187,0.9773735412264168,16.09105155931672,2.792485304319423,153.0,0.0527886863681111,0.9875498706870628,1.9575749566876235,healthy,2.4639123363396243,0.6430989543375573,0.1087129705820327,1.8067882217534457,-0.0271643024803713,0.0187750874012688,-0.0181818181818181,55,54.3472409443001,1.8333333333333333,0.5537410452477263,0.269834361475594,0.4948096976625049,0.3050686862749428,0.4562220515215047,0.3427501734861604,0.2833333333333333,0.237450294912148,0.0494768333102179,1.1336724804107954,1.4612537902562406,0.4826417864430387,1.0045704362135623,1.226403704865233,2.7468819182825204,8.0,20.0,0.2969402043017624,0.0088024064480669,0.0065595020896629,0.4044191656805661,0.0289414200928391,0.1461888788601782,15.0,0.3941428959369659,0.2136884778738021,1.3783138990402222,19.93610382080078,154.10435886980494,5.720432196377899,133,2.856336642514333,0.005989581595994515
f4,f4v6,118.43333333333334,3553,1.0,1.0,0.9977483816493103,191.60921003267123,5.965868826345496,28.0652825393092,456.2646613662452,35.86965320782588,167.6939941917471,0.34697265625,4.5106445312500005,0.164,0.284,29,5,145,0.0972688548634887,0.2855357091680104,2.625922622926829,9.970595672715708,0.9528118559230544,0.9777014427323584,9.364354201917653,2.1857723102539173,92.0,0.1190108709454734,0.9594995807175396,3.4231357356447973,healthy,4.729970541503322,1.917904176085988,0.3173667086774358,1.847731766574582,0.171278198582503,-0.0152030406081215,0.0294117647058823,68,51.60786158110968,2.2666666666666666,0.5585156865434748,0.2706672274348499,0.499914154899521,0.3058938529739982,0.4597512393244743,0.3423471344951751,0.225,0.2873911155894885,0.0773237051693418,1.1560706094918034,1.4994444537958682,0.4600635790434262,1.0398190383179051,1.2614083619892749,2.630968069090464,6.0,29.0,0.2856468895651746,0.009270266880224,0.0098632932641429,0.3992304482848561,0.0312976405855281,0.1153464223061879,15.0,0.5312172174453735,0.3420592248439789,1.7503330707550049,18.16765594482422,158.1820765713845,5.233931775700691,132,2.4918918468615883,0.004308484270985733
f4,f4v7,116.03333333333332,3481,1.0,1.0,0.9979890835966676,117.70313468444932,3.664148497290656,15.732640567351815,329.921739611054,41.01647924080078,190.51534529549963,0.2266276041666666,3.3994140625,0.166,0.234,34,6,204,0.0746046550869296,0.2217327044760781,2.63209926695459,0.5159309947083636,0.9702412648998484,0.985325441363208,20.840155945419102,2.60161060872495,189.0,0.0812438525476229,0.9435037220843672,2.5597524724053424,healthy,-2.585519477885408,1.4153072949199703,-0.5212113288120047,1.6777470029737351,-0.0311970405315692,-0.0101492537313433,0.0,34,68.87762235274306,1.1333333333333333,0.5573504493990225,0.2697581551312906,0.4977691798350702,0.3062673297089683,0.4590321218963079,0.3441394108604714,0.3,-0.057292860416368,-0.0690721120516772,1.310409294402502,0.949627654503413,0.6223410399701776,1.188932124939569,0.68778750778023,2.691146031267349,12.0,34.0,0.2908276269784365,0.0090279272091047,0.0090898130461012,0.1808252949520245,0.0078521706060467,0.0760158301501795,11.0,0.2529296576976776,0.2446273863315582,1.8022226095199585,3.7173333168029785,110.6446486356338,4.608157663122762,89,1.7351653089104546,0.00798646063932539
f4,f4v8,114.13333333333334,3424,0.9988317757009346,0.9994158878504672,0.9903621495327104,177.2321449566921,5.615336921107695,21.706010567076216,504.8532032429212,40.61156786948105,186.16419356215928,0.334375,3.901041666666667,0.19,0.23,33,5,165,0.1313166612507132,0.3116220645571461,1.5601785330953917,-3.444001924818834,0.9489379491569288,0.975902295303884,7.244347569085266,2.175431392225166,46.0,0.2320622286584103,0.8281124836628863,4.243101783237229,healthy,-4.02936882821349,-5.320767886646447,0.6318348647330265,2.5641624605677373,0.122911153053147,0.0379881972657988,-0.0476190476190476,63,52.17110757275126,2.1,0.5489357077660165,0.2715141213023343,0.4917769737647008,0.3051221997475177,0.454231939107361,0.3419305180185495,0.325,-0.3606094488315,0.00030298597349,1.2764411986905024,1.1854663923178603,0.4727817518074916,1.1541085943326128,0.9333001197408306,2.655420677273642,6.0,33.0,0.2997095977011037,0.0096634622152094,0.0073726985906692,0.6682735584660701,0.0596404215402746,0.1635084964602635,15.0,0.4865943789482116,0.3821291625499725,1.3738839626312256,25.75704574584961,141.37114702365693,5.137543583331146,100,1.20426881451431,0.004500655739835085
