10, 0.25420, 0.005
20, 0.06207, 0.005
30, 0.04263, 0.005
40, 0.04118, 0.005
50, 0.03760, 0.005
60, 0.03549, 0.005
70, 0.03788, 0.005
80, 0.02942, 0.005
90, 0.02836, 0.005
100, 0.02786, 0.005
110, 0.03441, 0.005
120, 0.03379, 0.005
130, 0.03370, 0.005
140, 0.03309, 0.005
150, 0.02945, 0.005
160, 0.03044, 0.005
170, 0.02978, 0.005
180, 0.03303, 0.005
190, 0.02769, 0.005
200, 0.03230, 0.005
210, 0.02938, 0.005
220, 0.02927, 0.005
230, 0.02767, 0.005
240, 0.02716, 0.005
250, 0.02455, 0.005
260, 0.02846, 0.005
270, 0.02514, 0.005
280, 0.02776, 0.005
290, 0.02487, 0.005
300, 0.03029, 0.005
310, 0.02657, 0.005
320, 0.02654, 0.005
330, 0.02656, 0.005
340, 0.02906, 0.005
350, 0.02657, 0.005
360, 0.02489, 0.005
370, 0.02639, 0.005
380, 0.02770, 0.005
390, 0.02971, 0.005
400, 0.02433, 0.005
410, 0.02473, 0.005
420, 0.02989, 0.005
430, 0.02353, 0.005
440, 0.02406, 0.005
450, 0.02596, 0.005
460, 0.02818, 0.005
470, 0.02462, 0.005
480, 0.02389, 0.005
490, 0.02572, 0.005
500, 0.02945, 0.005
510, 0.02248, 0.005
520, 0.02649, 0.005
530, 0.02435, 0.005
540, 0.02599, 0.005
550, 0.02232, 0.005
560, 0.02362, 0.005
570, 0.02654, 0.005
580, 0.02334, 0.005
590, 0.02637, 0.005
600, 0.02384, 0.005
610, 0.02650, 0.005
620, 0.02486, 0.005
630, 0.02323, 0.005
640, 0.02360, 0.005
650, 0.02277, 0.005
660, 0.02715, 0.005
670, 0.02372, 0.005
680, 0.02536, 0.005
690, 0.02058, 0.005
700, 0.02194, 0.005
710, 0.02216, 0.005
720, 0.02362, 0.005
730, 0.02356, 0.005
740, 0.02248, 0.005
750, 0.02252, 0.005
760, 0.02145, 0.005
770, 0.02041, 0.005
780, 0.02194, 0.005
790, 0.02381, 0.005
800, 0.01820, 0.005
810, 0.02017, 0.005
820, 0.02286, 0.005
830, 0.02560, 0.005
840, 0.02107, 0.005
850, 0.02155, 0.005
860, 0.02183, 0.005
870, 0.02150, 0.005
880, 0.02199, 0.005
890, 0.02249, 0.005
900, 0.02111, 0.005
910, 0.02345, 0.005
920, 0.02382, 0.005
930, 0.02113, 0.005
940, 0.02065, 0.005
950, 0.02282, 0.005
960, 0.02226, 0.005
970, 0.02134, 0.005
980, 0.02411, 0.005
990, 0.01971, 0.005
1000, 0.02568, 0.005
1010, 0.02396, 0.005
1020, 0.02145, 0.005
1030, 0.02163, 0.005
1040, 0.02301, 0.005
1050, 0.02213, 0.005
1060, 0.02389, 0.005
1070, 0.01993, 0.005
1080, 0.01955, 0.005
1090, 0.02536, 0.005
1100, 0.02368, 0.005
1110, 0.02177, 0.005
1120, 0.02074, 0.005
1130, 0.02182, 0.005
1140, 0.01951, 0.005
1150, 0.01935, 0.005
1160, 0.01959, 0.005
1170, 0.01911, 0.005
1180, 0.01931, 0.005
1190, 0.02149, 0.005
1200, 0.01971, 0.005
1210, 0.02244, 0.005
1220, 0.02107, 0.005
1230, 0.02004, 0.005
1240, 0.02206, 0.005
1250, 0.02169, 0.005
1260, 0.01942, 0.005
1270, 0.02439, 0.005
1280, 0.02097, 0.005
1290, 0.01755, 0.005
1300, 0.01929, 0.005
1310, 0.01951, 0.005
1320, 0.02122, 0.005
1330, 0.02235, 0.005
1340, 0.02042, 0.005
1350, 0.01936, 0.005
1360, 0.01837, 0.005
1370, 0.01967, 0.005
1380, 0.01948, 0.005
1390, 0.02022, 0.005
1400, 0.01825, 0.005
1410, 0.02126, 0.005
1420, 0.02042, 0.005
1430, 0.01761, 0.005
1440, 0.01999, 0.005
1450, 0.02138, 0.005
1460, 0.01789, 0.005
1470, 0.02216, 0.005
1480, 0.02002, 0.005
1490, 0.01887, 0.005
1500, 0.01867, 0.005
1510, 0.01928, 0.005
1520, 0.02021, 0.005
1530, 0.01973, 0.005
1540, 0.01690, 0.005
1550, 0.01614, 0.005
1560, 0.01768, 0.005
1570, 0.01744, 0.005
1580, 0.01813, 0.005
1590, 0.01809, 0.005
1600, 0.01991, 0.005
1610, 0.02120, 0.005
1620, 0.01814, 0.005
1630, 0.01817, 0.005
1640, 0.01739, 0.005
1650, 0.01787, 0.005
1660, 0.01677, 0.005
1670, 0.01788, 0.005
1680, 0.01785, 0.005
1690, 0.01875, 0.005
1700, 0.01550, 0.005
1710, 0.01840, 0.005
1720, 0.01824, 0.005
1730, 0.01816, 0.005
1740, 0.01759, 0.005
1750, 0.01859, 0.005
1760, 0.01850, 0.005
1770, 0.01917, 0.005
1780, 0.01712, 0.005
1790, 0.01749, 0.005
1800, 0.01768, 0.005
1810, 0.01554, 0.005
1820, 0.01520, 0.005
1830, 0.01598, 0.005
1840, 0.01929, 0.005
1850, 0.02143, 0.005
1860, 0.01808, 0.005
1870, 0.01849, 0.005
1880, 0.02267, 0.005
1890, 0.01617, 0.005
1900, 0.02013, 0.005
1910, 0.01601, 0.005
1920, 0.01893, 0.005
1930, 0.01938, 0.005
1940, 0.01836, 0.005
1950, 0.01948, 0.005
1960, 0.01615, 0.005
1970, 0.01818, 0.005
1980, 0.01591, 0.005
1990, 0.01739, 0.005
2000, 0.01656, 0.005
2010, 0.01479, 0.005
2020, 0.01728, 0.005
2030, 0.01824, 0.005
2040, 0.01842, 0.005
2050, 0.02013, 0.005
2060, 0.01980, 0.005
2070, 0.01895, 0.005
2080, 0.01730, 0.005
2090, 0.01447, 0.005
2100, 0.01933, 0.005
2110, 0.01672, 0.005
2120, 0.01897, 0.005
2130, 0.02048, 0.005
2140, 0.01814, 0.005
2150, 0.01761, 0.005
2160, 0.01762, 0.005
2170, 0.01797, 0.005
2180, 0.01849, 0.005
2190, 0.01736, 0.005
2200, 0.01588, 0.005
2210, 0.01752, 0.005
2220, 0.01443, 0.005
2230, 0.01747, 0.005
2240, 0.01569, 0.005
2250, 0.01648, 0.005
2260, 0.01499, 0.005
2270, 0.01796, 0.005
2280, 0.01563, 0.005
2290, 0.01563, 0.005
2300, 0.01406, 0.005
2310, 0.01822, 0.005
2320, 0.01514, 0.005
2330, 0.01512, 0.005
2340, 0.01732, 0.005
2350, 0.01548, 0.005
2360, 0.01537, 0.005
2370, 0.01265, 0.005
2380, 0.01624, 0.005
2390, 0.01339, 0.005
2400, 0.01539, 0.005
2410, 0.01588, 0.005
2420, 0.01682, 0.005
2430, 0.01506, 0.005
2440, 0.01446, 0.005
2450, 0.01502, 0.005
2460, 0.01641, 0.005
2470, 0.01413, 0.005
2480, 0.01723, 0.005
2490, 0.01219, 0.005
2500, 0.01612, 0.005
2510, 0.01523, 0.005
2520, 0.01778, 0.005
2530, 0.01572, 0.005
2540, 0.01434, 0.005
2550, 0.01598, 0.005
2560, 0.01539, 0.005
2570, 0.01635, 0.005
2580, 0.01529, 0.005
2590, 0.01401, 0.005
2600, 0.01394, 0.005
2610, 0.01569, 0.005
2620, 0.01397, 0.005
2630, 0.01638, 0.005
2640, 0.01677, 0.005
2650, 0.01406, 0.005
2660, 0.01378, 0.005
2670, 0.01401, 0.005
2680, 0.01617, 0.005
2690, 0.01773, 0.005
2700, 0.01283, 0.005
2710, 0.01484, 0.005
2720, 0.01299, 0.005
2730, 0.01280, 0.005
2740, 0.01298, 0.005
2750, 0.01219, 0.005
2760, 0.01430, 0.005
2770, 0.01455, 0.005
2780, 0.01692, 0.005
2790, 0.01208, 0.005
2800, 0.01380, 0.005
2810, 0.01293, 0.005
2820, 0.01311, 0.005
2830, 0.01413, 0.005
2840, 0.01770, 0.005
2850, 0.01597, 0.005
2860, 0.01628, 0.005
2870, 0.01526, 0.005
2880, 0.01532, 0.005
2890, 0.01818, 0.005
2900, 0.01547, 0.005
2910, 0.01371, 0.005
2920, 0.01291, 0.005
2930, 0.01239, 0.005
2940, 0.01436, 0.005
2950, 0.01513, 0.005
2960, 0.01245, 0.005
2970, 0.01435, 0.005
2980, 0.01545, 0.005
2990, 0.01291, 0.005
3000, 0.01643, 0.005
3010, 0.01127, 0.005
3020, 0.01510, 0.005
3030, 0.01156, 0.005
3040, 0.01273, 0.005
3050, 0.01368, 0.005
3060, 0.01451, 0.005
3070, 0.01383, 0.005
3080, 0.01275, 0.005
3090, 0.01376, 0.005
3100, 0.01190, 0.005
3110, 0.01268, 0.005
3120, 0.01405, 0.005
3130, 0.01356, 0.005
3140, 0.01346, 0.005
3150, 0.01383, 0.005
3160, 0.01603, 0.005
3170, 0.01855, 0.005
3180, 0.01372, 0.005
3190, 0.01418, 0.005
3200, 0.01104, 0.005
3210, 0.01367, 0.005
3220, 0.01197, 0.005
3230, 0.01173, 0.005
3240, 0.01300, 0.005
3250, 0.01070, 0.005
3260, 0.01261, 0.005
3270, 0.01359, 0.005
3280, 0.01250, 0.005
3290, 0.01328, 0.005
3300, 0.01312, 0.005
3310, 0.01197, 0.005
3320, 0.01297, 0.005
3330, 0.01116, 0.005
3340, 0.01142, 0.005
3350, 0.01335, 0.005
3360, 0.01354, 0.005
3370, 0.01452, 0.005
3380, 0.01584, 0.005
3390, 0.01173, 0.005
3400, 0.00980, 0.005
3410, 0.01412, 0.005
3420, 0.01293, 0.005
3430, 0.01223, 0.005
3440, 0.01409, 0.005
3450, 0.01436, 0.005
3460, 0.01357, 0.005
3470, 0.01174, 0.005
3480, 0.01506, 0.005
3490, 0.01364, 0.005
3500, 0.01177, 0.005
3510, 0.01265, 0.005
3520, 0.01032, 0.005
3530, 0.01512, 0.005
3540, 0.01094, 0.005
3550, 0.01240, 0.005
3560, 0.01231, 0.005
3570, 0.01322, 0.005
3580, 0.01506, 0.005
3590, 0.01284, 0.005
3600, 0.00981, 0.005
3610, 0.01107, 0.005
3620, 0.01255, 0.005
